source,source_record_id,country_iso3,country_name,country_inferred,inference_basis,review_flags,crop,crop_latin,variety_name,variety_aliases,variety_type,year_release,release_status,breeder,maintainer,status,ecology,notes,source_url,retrieved_at
cimmyt_maize,CZH22175A,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22NUVA-75,CZH22175A,hybrid,2024,released,CIMMYT,,,Southern Africa,"CIM22NUVA-75 is an early-maturing, high-yielding, drought tolerant, nutritious maize hybrid with orange grain that is biofortified with PVA and is NUE, resistant to GLS, TLB, Ear rots, and MSV, and bred for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It is notable for producing... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biofortification: Provitamin A | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: Orange grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM22NUVA-75,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH20027,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23SAPP1A-02,CZH20027,hybrid,2024,released,CIMMYT,,,Southern Africa,"CIM23SAPP1A-02 is a high-yielding, intermediate maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It is especially notable for... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM23SAPP1A-02,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH2213A,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23NUVA-13,CZH2213A,hybrid,2024,released,CIMMYT,,,Southern Africa,"CIM23NUVA-13 is an early-maturing, high-yielding, drought tolerant, nutritious maize hybrid with orange grain that is biofortified with PVA and is NUE, resistant to GLS, TLB, Ear rots, and MSV, and bred for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It is especially notable... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biofortification: Provitamin A | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: Orange grain | Grain Texture: Flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM23NUVA-13,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH20119,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23SAPP1B-02,CZH20119,hybrid,2024,released,CIMMYT,,,Southern Africa,"CIM23SAPP1B-02 is a high-yielding, late-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It is especially notable for yielding... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM23SAPP1B-02,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH20070,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23SAPP1A-17,CZH20070,hybrid,2024,released,CIMMYT,,,Southern Africa,"CIM23SAPP1A-17 is a high-yielding, intermediate maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It is especially notable for... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM23SAPP1A-17,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH220,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH220,CAH220,hybrid,2024,released,CIMMYT,,,South Asia,"CAH220 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought and heat stress conditions, and has tolerance to TLB and ear rots.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological zone
			Tropical... | Abiotic Stress Tolerance: Drought tolerant, Heat tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CAH220,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH219,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH219,CAH219,hybrid,2024,released,CIMMYT,,,South Asia,"CAH219 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought and heat stress conditions, and has tolerance to TLB and ear rots.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological zone
			Tropical... | Abiotic Stress Tolerance: Drought tolerant, Heat tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CAH219,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH218,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH218,CAH218,hybrid,2024,released,CIMMYT,,,South Asia,"CAH218 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought and drought-plus-waterlogging conditions, and has tolerance to TLB, FSR and BLSB.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Waterlogging tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Banded leaf & sheath blight (BLSB), Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CAH218,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH217,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH217,CAH217,hybrid,2024,released,CIMMYT,,,South Asia,"CAH217 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought conditions, and has tolerance to TLB, FSR, and ear rots.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological zone
			Tropical Lowland
		
		
			
			Type... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CAH217,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH216,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH216,CAH216,hybrid,2024,released,CIMMYT,,,South Asia,"CAH216  is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought conditions, and has tolerance to TLB, FSR, and ear rots.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological zone
			Tropical... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CAH216,2026-05-19T21:02:27+00:00
cimmyt_maize,CAH214,,South Asia,False,,no_country,MAIZE,Zea mays L.,CAH214,CAH214,hybrid,2024,released,CIMMYT,,,South Asia,"CAH214 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought and drought-plus-waterlogging conditions, and has tolerance to TLB and FSR.
			
			General Information
		
		
			
			Target Region
			South Asia
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Waterlogging tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CAH214,2026-05-19T21:02:27+00:00
cimmyt_maize,CEH20038,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP3-38,CEH20038,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM21EAPP3-38 is a high-yielding, white maize hybrid, with resistance to GLS, TLB, rust, ear rots, and root &amp; stalk lodging tolerance, bred for the highlands of eastern Africa. It is notable for excellent male/female synchrony for seed production. 
			
			General Information
		
		
			
			Target region
			Eastern Africa 
		
		
			
			Adaptation/Agroecological... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM22EAPP3-38,2026-05-19T21:02:27+00:00
cimmyt_maize,CHKM21W031,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP1-01-08,CHKM21W031,hybrid,2024,released,CIMMYT,,,Eastern Africa,"&shy;


	
		
			CIM22EAPP1-01-08 is an intermediate-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, MLN, and rust. It is notable for exceptional yield potential under optimum management and MLN disease pressure, and excellent seed producibility characteristics.
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM22EAPP1-01-08,2026-05-19T21:02:27+00:00
cimmyt_maize,CHKM21W016,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP1-01-16,CHKM21W016,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM22EAPP1-01-16 is an intermediate-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, and rust. It is notable for its excellent yield potential under optimum conditions and on-farm, and good seed producibility.
			
			General Information
		
		
			
			Target region
			Eastern... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP1-01-16,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN200543,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP1-02-09,CKHMLN200543,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM22EAPP1-02-09 is an early-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, MLN, and rust. The product is notable for being preferred by farmers, for its high yield potential even under significant disease pressure (esp. MLN &amp; GLS), and for having good seed parent... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP1-02-09,2026-05-19T21:02:27+00:00
cimmyt_maize,CHKE21W017,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP1-02-02,CHKE21W017,hybrid,2024,released,CIMMYT,,,Eastern Africa,"&shy;


	
		
			CIM22EAPP1-02-02 is an early-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, MLN, and rust. The product is notable for its yield potential under MLN disease pressure and good seed producibility characteristics.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP1-02-02,2026-05-19T21:02:27+00:00
cimmyt_maize,CHKE21W016,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP1-02-18,CHKE21W016,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM22EAPP1-02-18 is an early-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, and rust. It is notable for good grain yield, MLN resistance, good seed parent yield, and earliness. 
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP1-02-18,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH200428,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP2-07,CKH200428,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM22EAPP2-07 is a late-maturing, high-yielding, white maize hybrid, with resistance to GLS, TLB, rust, ear rots, root &amp; stalk lodging, bred for use in tropical, rainfed, wet upper mid-altitude areas in eastern Africa and similar agroecologies. It is notable for good seed producibility and high biomass.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP2-07,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH200390,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22EAPP2-03,CKH200390,hybrid,2024,released,CIMMYT,,,Eastern Africa,"CIM22EAPP2-03 is a late-maturing, high-yielding, white maize hybrid, with resistance to GLS, TLB, rust, ear rots, root &amp; stalk lodging, bred for use in tropical, rainfed, wet upper mid-altitude areas in eastern Africa and similar agroecologies. It is notable for good seed producibility.
			
			General Information
		
		
			
			Target region
			Eastern... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM22EAPP2-03,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21003,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22SAPP1-15,CZH21003,hybrid,2023,released,CIMMYT,,,Southern Africa,"CIM22SAPP1-15 is a high-yielding, intermediate-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. It has demonstrated remarkable... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM22SAPP1-15,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH19117,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22SAPP1-12,CZH19117,hybrid,2023,released,CIMMYT,,,Southern Africa,"CIM22SAPP1-12 is a high-yielding, late-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies.  It is moderately tolerant to MLN.
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM22SAPP1-12,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21002,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM22SAPP2-10,CZH21002,hybrid,2023,released,CIMMYT,,,Southern Africa,"CIM22SAPP2-10 is a high-yielding, early-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, MSV, and TLB. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies. It has demonstrated good nicking and comparatively... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM22SAPP2-10,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHW19551,,Latin America,False,,no_country,MAIZE,Zea mays L.,CIM21LAPP1A-12,CLTHW19551,hybrid,2023,released,CIMMYT,,,Latin America,"CIM21LAPP1A-12  is an intermediate-maturing, high-yielding, white maize hybrid with resistance to TSC, MLB and ear rots. The product is notable for its good husk cover, ear position, standability and is suitable for food use in tropical, rainfed, low-altitude areas in Latin America.
			
			General Information
		
		
			
			Target Region
			Latin America
		
		
			
			Adaptation/Agroecological... | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB), Tar Spot Complex (TSC) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM21LAPP1A-12,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW21108,,Latin America,False,,no_country,MAIZE,Zea mays L.,CIM21LAPP2A-8,CSTHW21108,hybrid,2023,released,CIMMYT,,,Latin America,"CIM21LAPP2A-8  is an intermediate-maturing, high-yielding, white maize hybrid with GLS, TLB, FSR, and Ear rots resistance. The product is notable for its good husk cover, ear position, standability and is suitable for food use in the central mid-altitude environments of Mexico or similar agro-ecologies in other regions.
			
			General Information
		
		
			
			Target... | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM21LAPP2A-8,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW21104,,Latin America,False,,no_country,MAIZE,Zea mays L.,CIM21LAPP2A-4,CSTHW21104,hybrid,2023,released,CIMMYT,,,Latin America,"CIM21LAPP2A-4  is an intermediate-maturing, high-yielding, white maize hybrid with GLS, TLB, FSR and Ear rots resistance. The product is notable for its good husk cover, ear position, standability, good nicking, and is suitable for food use in the central mid-altitude environments of Mexico or similar agro-ecologies in other regions.
			
			General... | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM21LAPP2A-4,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHY20420,,Latin America,False,,no_country,MAIZE,Zea mays L.,CIM20LAPP2B-12,CSTHY20420,hybrid,2023,released,CIMMYT,,,Latin America,"CIM20LAPP2B-12  is an intermediate-maturing, high-yielding, yellow maize hybrid with resistance to GLS, TLB and ear rots. The product is notable for its good husk cover, ear position, standability and is suitable for feed use in the central mid-altitude environments of Mexico or similar agro-ecologies in other regions.
			
			General Information
		
		
			
			Target... | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM20LAPP2B-12,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHY19566,,Latin America,False,,no_country,MAIZE,Zea mays L.,CIM21LAPP1C-10,CLTHY19566,hybrid,2023,released,CIMMYT,,,Latin America,"CIM21LAPP1C-10 is an intermediate-maturing, high-yielding, yellow maize hybrid with resistance to TSC, MLB and ear rots. The product is notable for its good husk cover, ear position, standability and is suitable for feed use in tropical rainfed low-altitude areas in Latin America.
			
			General Information
		
		
			
			Target Region
			Latin America
		
		
			
			Adaptation/Agroecological... | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB), Tar Spot Complex (TSC) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM21LAPP1C-10,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH181415,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM21EAPP2-05,CKH181415,hybrid,2023,released,CIMMYT,,,Eastern Africa,"CIM21EAPP2-05 is a late-maturing, high-yielding, white maize hybrid with drought tolerance, moderate nitrogen-use efficiency, and high resistance to common foliar diseases GLS, TLB, ear rots and slight striga weed tolerance. The product is notable for its good husk cover, long ears, large kernel sizes and semi-flint grain.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM21EAPP2-05,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH181441,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM21EAPP2-01,CKH181441,hybrid,2023,released,CIMMYT,,,Eastern Africa,"CIM21EAPP2-01 is a late-maturing, very high-yielding, white maize hybrid with drought tolerance, moderate nitrogen-use efficiency, and resistance to common foliar diseases such as GLS, TLB, common rust as well as ear rots. The product is notable for being prolific, with long cobs, good husk cover and large, semi-flint grains.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM21EAPP2-01,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN181459,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM21EAPP1-02-13,CKHMLN181459,hybrid,2023,released,CIMMYT,,,Eastern Africa,"CIM21EAPP1-02-13 is an early-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to MLND, GLS, TLB and ear rots. The product is notable for its stay-green character, double-cobbing, flint-grained and good husk cover.
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM21EAPP1-02-13,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN181496,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM21EAPP1-02-11,CKHMLN181496,hybrid,2023,released,CIMMYT,,,Eastern Africa,"CIM21EAPP1-02-11 is an early-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, rust and ear rots. The product is notable for its long ears with flint texture and suitable for dry medium environments. 
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM21EAPP1-02-11,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN190125,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM21EAPP1-01-23,CKHMLN190125,hybrid,2023,released,CIMMYT,,,Eastern Africa,"CIM21EAPP1-01-23 is an intermediate-maturing, highly prolific and yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and high resistance to common foliar disease GLS, TLB and  ear rots. The product is notable for its good standability, medium-sized kernels, and stay-green character. 
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM21EAPP1-01-23,2026-05-19T21:02:27+00:00
